log_msg_len,type_id,timestamp,Version,Num SubPkt,SubPacket ID,Version,SubPacket Size,Num Samples,Samples,Sub Id,Cell Id,Sub-FN,SFN,RNTI Type,HARQ ID,Area ID,PMCH ID,DL TBS (bytes),RLC PDUs,Padding (bytes),HDR LEN,Mac Hdr + CE,Header Field,LC ID,Len,Sub Id,Cell Id,Sub-FN,SFN,RNTI Type,HARQ ID,Area ID,PMCH ID,DL TBS (bytes),RLC PDUs,Padding (bytes),HDR LEN,Mac Hdr + CE,Header Field,LC ID,Len,Header Field,LC ID,Len,Sub Id,Cell Id,Sub-FN,SFN,RNTI Type,HARQ ID,Area ID,PMCH ID,DL TBS (bytes),RLC PDUs,Padding (bytes),HDR LEN,Mac Hdr + CE,Header Field,LC ID,Len,Sub Id,Cell Id,Sub-FN,SFN,RNTI Type,HARQ ID,Area ID,PMCH ID,DL TBS (bytes),RLC PDUs,Padding (bytes),HDR LEN,Mac Hdr + CE,Header Field,LC ID,Len,Header Field,LC ID,Len,Sub Id,Cell Id,Sub-FN,SFN,RNTI Type,HARQ ID,Area ID,PMCH ID,DL TBS (bytes),RLC PDUs,Padding (bytes),HDR LEN,Mac Hdr + CE,Header Field,LC ID,Len,Sub Id,Cell Id,Sub-FN,SFN,RNTI Type,HARQ ID,Area ID,PMCH ID,DL TBS (bytes),RLC PDUs,Padding (bytes),HDR LEN,Mac Hdr + CE,Header Field,LC ID,Len,Header Field,LC ID,Len,Sub Id,Cell Id,Sub-FN,SFN,RNTI Type,HARQ ID,Area ID,PMCH ID,DL TBS (bytes),RLC PDUs,Padding (bytes),HDR LEN,Mac Hdr + CE,Header Field,LC ID,Len,Sub Id,Cell Id,Sub-FN,SFN,RNTI Type,HARQ ID,Area ID,PMCH ID,DL TBS (bytes),RLC PDUs,Padding (bytes),HDR LEN,Mac Hdr + CE,Header Field,LC ID,Len,Header Field,LC ID,Len,Sub Id,Cell Id,Sub-FN,SFN,RNTI Type,HARQ ID,Area ID,PMCH ID,DL TBS (bytes),RLC PDUs,Padding (bytes),HDR LEN,Mac Hdr + CE,Header Field,LC ID,Len,Sub Id,Cell Id,Sub-FN,SFN,RNTI Type,HARQ ID,Area ID,PMCH ID,DL TBS (bytes),RLC PDUs,Padding (bytes),HDR LEN,Mac Hdr + CE,Header Field,LC ID,Len,Header Field,LC ID,Len,Sub Id,Cell Id,Sub-FN,SFN,RNTI Type,HARQ ID,Area ID,PMCH ID,DL TBS (bytes),RLC PDUs,Padding (bytes),HDR LEN,Mac Hdr + CE,Header Field,LC ID,Len,Header Field,LC ID,Len,Sub Id,Cell Id,Sub-FN,SFN,RNTI Type,HARQ ID,Area ID,PMCH ID,DL TBS (bytes),RLC PDUs,Padding (bytes),HDR LEN,Mac Hdr + CE,Header Field,LC ID,Len,Sub Id,Cell Id,Sub-FN,SFN,RNTI Type,HARQ ID,Area ID,PMCH ID,DL TBS (bytes),RLC PDUs,Padding (bytes),HDR LEN,Mac Hdr + CE,Header Field,LC ID,Len,Header Field,LC ID,Len,Sub Id,Cell Id,Sub-FN,SFN,RNTI Type,HARQ ID,Area ID,PMCH ID,DL TBS (bytes),RLC PDUs,Padding (bytes),HDR LEN,Mac Hdr + CE,Header Field,LC ID,Len,Header Field,LC ID,Len,Sub Id,Cell Id,Sub-FN,SFN,RNTI Type,HARQ ID,Area ID,PMCH ID,DL TBS (bytes),RLC PDUs,Padding (bytes),HDR LEN,Mac Hdr + CE,Header Field,LC ID,Len,Sub Id,Cell Id,Sub-FN,SFN,RNTI Type,HARQ ID,Area ID,PMCH ID,DL TBS (bytes),RLC PDUs,Padding (bytes),HDR LEN,Mac Hdr + CE,Header Field,LC ID,Len,Header Field,LC ID,Len,Sub Id,Cell Id,Sub-FN,SFN,RNTI Type,HARQ ID,Area ID,PMCH ID,DL TBS (bytes),RLC PDUs,Padding (bytes),HDR LEN,Mac Hdr + CE,Header Field,LC ID,Len,Header Field,LC ID,Len,Sub Id,Cell Id,Sub-FN,SFN,RNTI Type,HARQ ID,Area ID,PMCH ID,DL TBS (bytes),RLC PDUs,Padding (bytes),HDR LEN,Mac Hdr + CE,Header Field,LC ID,Len,Sub Id,Cell Id,Sub-FN,SFN,RNTI Type,HARQ ID,Area ID,PMCH ID,DL TBS (bytes),RLC PDUs,Padding (bytes),HDR LEN,Mac Hdr + CE,Header Field,LC ID,Len,Header Field,LC ID,Len,Sub Id,Cell Id,Sub-FN,SFN,RNTI Type,HARQ ID,Area ID,PMCH ID,DL TBS (bytes),RLC PDUs,Padding (bytes),HDR LEN,Mac Hdr + CE,Header Field,LC ID,Len,Sub Id,Cell Id,Sub-FN,SFN,RNTI Type,HARQ ID,Area ID,PMCH ID,DL TBS (bytes),RLC PDUs,Padding (bytes),HDR LEN,Mac Hdr + CE,Header Field,LC ID,Len,Header Field,LC ID,Len,Sub Id,Cell Id,Sub-FN,SFN,RNTI Type,HARQ ID,Area ID,PMCH ID,DL TBS (bytes),RLC PDUs,Padding (bytes),HDR LEN,Mac Hdr + CE,Header Field,LC ID,Len,Header Field,LC ID,Len,Sub Id,Cell Id,Sub-FN,SFN,RNTI Type,HARQ ID,Area ID,PMCH ID,DL TBS (bytes),RLC PDUs,Padding (bytes),HDR LEN,Mac Hdr + CE,Header Field,LC ID,Len,Sub Id,Cell Id,Sub-FN,SFN,RNTI Type,HARQ ID,Area ID,PMCH ID,DL TBS (bytes),RLC PDUs,Padding (bytes),HDR LEN,Mac Hdr + CE,Header Field,LC ID,Len,Header Field,LC ID,Len,Sub Id,Cell Id,Sub-FN,SFN,RNTI Type,HARQ ID,Area ID,PMCH ID,DL TBS (bytes),RLC PDUs,Padding (bytes),HDR LEN,Mac Hdr + CE,Header Field,LC ID,Len,Sub Id,Cell Id,Sub-FN,SFN,RNTI Type,HARQ ID,Area ID,PMCH ID,DL TBS (bytes),RLC PDUs,Padding (bytes),HDR LEN,Mac Hdr + CE,Header Field,LC ID,Len,Header Field,LC ID,Len,Sub Id,Cell Id,Sub-FN,SFN,RNTI Type,HARQ ID,Area ID,PMCH ID,DL TBS (bytes),RLC PDUs,Padding (bytes),HDR LEN,Mac Hdr + CE,Header Field,LC ID,Len,Sub Id,Cell Id,Sub-FN,SFN,RNTI Type,HARQ ID,Area ID,PMCH ID,DL TBS (bytes),RLC PDUs,Padding (bytes),HDR LEN,Mac Hdr + CE,Header Field,LC ID,Len,Header Field,LC ID,Len,Sub Id,Cell Id,Sub-FN,SFN,RNTI Type,HARQ ID,Area ID,PMCH ID,DL TBS (bytes),RLC PDUs,Padding (bytes),HDR LEN,Mac Hdr + CE,Header Field,LC ID,Len,Header Field,LC ID,Len,Sub Id,Cell Id,Sub-FN,SFN,RNTI Type,HARQ ID,Area ID,PMCH ID,DL TBS (bytes),RLC PDUs,Padding (bytes),HDR LEN,Mac Hdr + CE,Header Field,LC ID,Len
60,LTE_MAC_DL_Transport_Block,2021-11-29 14:58:55.324459,1,1,DL Transport Block,4,44,2,,1,0,2,434,C-RNTI,5,0,0,85,1,6,3,,35,3,76,31,Padding,-1,1,0,7,434,C-RNTI,6,0,0,97,2,14,5,,35,3,2,35,3,76,31,Padding,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,LTE_MAC_DL_Transport_Block,2021-11-29 14:58:55.374050,1,1,DL Transport Block,4,24,1,,1,0,7,439,C-RNTI,7,0,0,22,1,17,3,,35,3,2,31,Padding,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,LTE_MAC_DL_Transport_Block,2021-11-29 14:57:18.231463,1,1,DL Transport Block,4,108,6,,1,0,8,964,C-RNTI,4,0,0,22,1,17,3,,35,3,2,31,Padding,-1,1,0,3,966,C-RNTI,5,0,0,125,1,3,3,,35,3,119,31,Padding,-1,1,0,7,966,C-RNTI,6,0,0,22,1,17,3,,33,1,2,31,Padding,-1,1,0,8,966,C-RNTI,7,0,0,22,1,4,3,,33,1,15,31,Padding,-1,1,0,7,967,C-RNTI,0,0,0,22,1,17,3,,33,1,2,31,Padding,-1,1,0,9,968,C-RNTI,1,0,0,22,1,17,3,,33,1,2,31,Padding,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,LTE_MAC_DL_Transport_Block,2021-11-29 14:57:18.281423,1,1,DL Transport Block,4,40,2,,1,0,4,970,C-RNTI,2,0,0,22,1,17,3,,35,3,2,31,Padding,-1,1,0,1,971,C-RNTI,3,0,0,113,1,3,3,,35,3,107,31,Padding,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,LTE_MAC_DL_Transport_Block,2021-11-29 15:02:16.944322,1,1,DL Transport Block,4,40,2,,1,0,6,117,C-RNTI,4,0,0,113,1,5,3,,35,3,105,31,Padding,-1,1,0,1,118,C-RNTI,5,0,0,22,1,17,3,,35,3,2,31,Padding,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,LTE_MAC_DL_Transport_Block,2021-11-29 14:57:54.428998,1,1,DL Transport Block,4,500,30,,1,0,8,489,C-RNTI,5,0,0,85,1,6,3,,35,3,76,31,Padding,-1,1,0,0,490,C-RNTI,2,0,0,22,1,17,3,,35,3,2,31,Padding,-1,1,0,6,490,C-RNTI,7,0,0,85,1,6,3,,35,3,76,31,Padding,-1,1,0,5,491,C-RNTI,0,0,0,1527,1,0,1,,3,3,0,1,0,5,491,C-RNTI,0,0,0,1527,1,3,4,,35,3,1520,31,Padding,-1,1,0,6,491,C-RNTI,1,0,0,1527,1,0,3,,59,Activation/Deactivation (1 octet),1,2,3,3,0,1,0,6,491,C-RNTI,1,0,0,1527,1,161,4,,35,3,1362,31,Padding,-1,1,0,7,491,C-RNTI,6,0,0,1620,1,0,1,,3,3,0,1,0,7,491,C-RNTI,6,0,0,1383,1,108,4,,35,3,1271,31,Padding,-1,1,0,9,491,C-RNTI,4,0,0,1620,1,0,1,,3,3,0,1,0,9,491,C-RNTI,4,0,0,1383,1,108,4,,35,3,1271,31,Padding,-1,1,0,2,492,C-RNTI,3,0,0,1620,1,0,1,,3,3,0,1,0,2,492,C-RNTI,3,0,0,1287,1,12,4,,35,3,1271,31,Padding,-1,1,0,3,492,C-RNTI,5,0,0,1620,1,0,1,,3,3,0,1,0,3,492,C-RNTI,5,0,0,1383,1,108,4,,35,3,1271,31,Padding,-1,1,0,5,492,C-RNTI,2,0,0,4107,1,0,1,,3,3,0,1,0,5,492,C-RNTI,2,0,0,3822,1,0,1,,3,3,0,1,0,6,492,C-RNTI,7,0,0,453,1,0,1,,3,3,0,1,0,6,492,C-RNTI,7,0,0,341,1,48,4,,35,3,289,31,Padding,-1,1,0,7,492,C-RNTI,0,0,0,3182,1,0,1,,3,3,0,1,0,7,492,C-RNTI,0,0,0,2673,1,73,4,,35,3,2596,31,Padding,-1,1,0,8,492,C-RNTI,1,0,0,1620,1,0,1,,3,3,0,1,0,8,492,C-RNTI,1,0,0,1287,1,12,4,,35,3,1271,31,Padding,-1,1,0,9,492,C-RNTI,6,0,0,1620,1,0,1,,3,3,0,1,0,9,492,C-RNTI,6,0,0,1287,1,12,4,,35,3,1271,31,Padding,-1,1,0,0,493,C-RNTI,4,0,0,2196,1,0,1,,3,3,0,1,0,0,493,C-RNTI,4,0,0,1980,1,116,4,,35,3,1860,31,Padding,-1,1,0,3,493,C-RNTI,3,0,0,1620,1,0,1,,3,3,0,1,0,3,493,C-RNTI,3,0,0,1287,1,12,4,,35,3,1271,31,Padding,-1,1,0,4,493,C-RNTI,5,0,0,1692,1,0,1,,3,3,0,,
108,LTE_MAC_DL_Transport_Block,2021-11-29 14:57:54.441664,1,1,DL Transport Block,4,92,5,,1,0,4,493,C-RNTI,5,0,0,1287,1,84,4,,35,3,1199,31,Padding,-1,1,0,5,493,C-RNTI,2,0,0,1620,1,0,1,,3,3,0,1,0,5,493,C-RNTI,2,0,0,1479,1,204,4,,35,3,1271,31,Padding,-1,1,0,7,493,C-RNTI,7,0,0,597,1,0,1,,3,3,0,1,0,7,493,C-RNTI,7,0,0,341,1,27,4,,35,3,310,31,Padding,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,LTE_MAC_DL_Transport_Block,2021-11-29 14:57:54.491750,1,1,DL Transport Block,4,24,1,,1,0,8,497,C-RNTI,0,0,0,22,1,17,3,,35,3,2,31,Padding,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,LTE_MAC_DL_Transport_Block,2021-11-29 14:57:54.541740,1,1,DL Transport Block,4,72,4,,1,0,8,499,C-RNTI,0,0,0,113,1,8,3,,35,3,102,31,Padding,-1,1,0,8,499,C-RNTI,1,0,0,549,1,0,1,,3,3,0,1,0,8,499,C-RNTI,1,0,0,453,1,49,4,,35,3,400,31,Padding,-1,1,0,8,502,C-RNTI,6,0,0,22,1,17,3,,35,3,2,31,Padding,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,LTE_MAC_DL_Transport_Block,2021-11-29 14:57:51.731602,1,1,DL Transport Block,4,24,1,,1,0,8,222,C-RNTI,7,0,0,11,0,8,3,,59,Activation/Deactivation (1 octet),1,0,31,Padding,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,LTE_MAC_DL_Transport_Block,2021-11-29 14:57:37.571408,1,1,DL Transport Block,4,28,1,,1,0,9,850,P-RNTI,1,0,0,7,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,LTE_MAC_DL_Transport_Block,2021-11-29 14:58:21.660898,1,1,DL Transport Block,4,28,1,,1,0,9,143,P-RNTI,1,0,0,7,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,LTE_MAC_DL_Transport_Block,2021-11-29 15:02:19.319094,1,1,DL Transport Block,4,24,1,,1,0,1,354,C-RNTI,4,0,0,85,1,18,3,,35,3,64,31,Padding,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,LTE_MAC_DL_Transport_Block,2021-11-29 15:02:19.369092,1,1,DL Transport Block,4,40,2,,1,0,6,360,C-RNTI,5,0,0,22,1,17,3,,35,3,2,31,Padding,-1,1,0,5,362,C-RNTI,6,0,0,85,1,18,3,,35,3,64,31,Padding,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,LTE_MAC_DL_Transport_Block,2021-11-29 15:02:19.419095,1,1,DL Transport Block,4,24,1,,1,0,0,364,C-RNTI,7,0,0,85,1,18,3,,35,3,64,31,Padding,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
