log_msg_len,type_id,timestamp,Version,Num SubPkt,SubPacket ID,Version,SubPacket Size,Num Samples,Samples,Sub Id,Cell Id,Sub-FN,SFN,RNTI Type,HARQ ID,Area ID,PMCH ID,DL TBS (bytes),RLC PDUs,Padding (bytes),HDR LEN,Mac Hdr + CE,Header Field,LC ID,Len,Sub Id,Cell Id,Sub-FN,SFN,RNTI Type,HARQ ID,Area ID,PMCH ID,DL TBS (bytes),RLC PDUs,Padding (bytes),HDR LEN,Mac Hdr + CE,Header Field,LC ID,Len,Header Field,LC ID,Len,Sub Id,Cell Id,Sub-FN,SFN,RNTI Type,HARQ ID,Area ID,PMCH ID,DL TBS (bytes),RLC PDUs,Padding (bytes),HDR LEN,Mac Hdr + CE,Header Field,LC ID,Len,Sub Id,Cell Id,Sub-FN,SFN,RNTI Type,HARQ ID,Area ID,PMCH ID,DL TBS (bytes),RLC PDUs,Padding (bytes),HDR LEN,Mac Hdr + CE,Header Field,LC ID,Len,Header Field,LC ID,Len,Sub Id,Cell Id,Sub-FN,SFN,RNTI Type,HARQ ID,Area ID,PMCH ID,DL TBS (bytes),RLC PDUs,Padding (bytes),HDR LEN,Mac Hdr + CE,Header Field,LC ID,Len,Sub Id,Cell Id,Sub-FN,SFN,RNTI Type,HARQ ID,Area ID,PMCH ID,DL TBS (bytes),RLC PDUs,Padding (bytes),HDR LEN,Mac Hdr + CE,Header Field,LC ID,Len,Header Field,LC ID,Len,Sub Id,Cell Id,Sub-FN,SFN,RNTI Type,HARQ ID,Area ID,PMCH ID,DL TBS (bytes),RLC PDUs,Padding (bytes),HDR LEN,Mac Hdr + CE,Header Field,LC ID,Len,Sub Id,Cell Id,Sub-FN,SFN,RNTI Type,HARQ ID,Area ID,PMCH ID,DL TBS (bytes),RLC PDUs,Padding (bytes),HDR LEN,Mac Hdr + CE,Header Field,LC ID,Len,Header Field,LC ID,Len,Sub Id,Cell Id,Sub-FN,SFN,RNTI Type,HARQ ID,Area ID,PMCH ID,DL TBS (bytes),RLC PDUs,Padding (bytes),HDR LEN,Mac Hdr + CE,Header Field,LC ID,Len,Sub Id,Cell Id,Sub-FN,SFN,RNTI Type,HARQ ID,Area ID,PMCH ID,DL TBS (bytes),RLC PDUs,Padding (bytes),HDR LEN,Mac Hdr + CE,Header Field,LC ID,Len,Header Field,LC ID,Len,Sub Id,Cell Id,Sub-FN,SFN,RNTI Type,HARQ ID,Area ID,PMCH ID,DL TBS (bytes),RLC PDUs,Padding (bytes),HDR LEN,Mac Hdr + CE,Header Field,LC ID,Len,Header Field,LC ID,Len,Sub Id,Cell Id,Sub-FN,SFN,RNTI Type,HARQ ID,Area ID,PMCH ID,DL TBS (bytes),RLC PDUs,Padding (bytes),HDR LEN,Mac Hdr + CE,Header Field,LC ID,Len,Sub Id,Cell Id,Sub-FN,SFN,RNTI Type,HARQ ID,Area ID,PMCH ID,DL TBS (bytes),RLC PDUs,Padding (bytes),HDR LEN,Mac Hdr + CE,Header Field,LC ID,Len,Header Field,LC ID,Len,Sub Id,Cell Id,Sub-FN,SFN,RNTI Type,HARQ ID,Area ID,PMCH ID,DL TBS (bytes),RLC PDUs,Padding (bytes),HDR LEN,Mac Hdr + CE,Header Field,LC ID,Len,Header Field,LC ID,Len,Sub Id,Cell Id,Sub-FN,SFN,RNTI Type,HARQ ID,Area ID,PMCH ID,DL TBS (bytes),RLC PDUs,Padding (bytes),HDR LEN,Mac Hdr + CE,Header Field,LC ID,Len,Sub Id,Cell Id,Sub-FN,SFN,RNTI Type,HARQ ID,Area ID,PMCH ID,DL TBS (bytes),RLC PDUs,Padding (bytes),HDR LEN,Mac Hdr + CE,Header Field,LC ID,Len,Header Field,LC ID,Len,Sub Id,Cell Id,Sub-FN,SFN,RNTI Type,HARQ ID,Area ID,PMCH ID,DL TBS (bytes),RLC PDUs,Padding (bytes),HDR LEN,Mac Hdr + CE,Header Field,LC ID,Len,Header Field,LC ID,Len,Sub Id,Cell Id,Sub-FN,SFN,RNTI Type,HARQ ID,Area ID,PMCH ID,DL TBS (bytes),RLC PDUs,Padding (bytes),HDR LEN,Mac Hdr + CE,Header Field,LC ID,Len,Sub Id,Cell Id,Sub-FN,SFN,RNTI Type,HARQ ID,Area ID,PMCH ID,DL TBS (bytes),RLC PDUs,Padding (bytes),HDR LEN,Mac Hdr + CE,Header Field,LC ID,Len,Header Field,LC ID,Len,Sub Id,Cell Id,Sub-FN,SFN,RNTI Type,HARQ ID,Area ID,PMCH ID,DL TBS (bytes),RLC PDUs,Padding (bytes),HDR LEN,Mac Hdr + CE,Header Field,LC ID,Len,Sub Id,Cell Id,Sub-FN,SFN,RNTI Type,HARQ ID,Area ID,PMCH ID,DL TBS (bytes),RLC PDUs,Padding (bytes),HDR LEN,Mac Hdr + CE,Header Field,LC ID,Len,Header Field,LC ID,Len,Sub Id,Cell Id,Sub-FN,SFN,RNTI Type,HARQ ID,Area ID,PMCH ID,DL TBS (bytes),RLC PDUs,Padding (bytes),HDR LEN,Mac Hdr + CE,Header Field,LC ID,Len,Header Field,LC ID,Len,Sub Id,Cell Id,Sub-FN,SFN,RNTI Type,HARQ ID,Area ID,PMCH ID,DL TBS (bytes),RLC PDUs,Padding (bytes),HDR LEN,Mac Hdr + CE,Header Field,LC ID,Len,Sub Id,Cell Id,Sub-FN,SFN,RNTI Type,HARQ ID,Area ID,PMCH ID,DL TBS (bytes),RLC PDUs,Padding (bytes),HDR LEN,Mac Hdr + CE,Header Field,LC ID,Len,Header Field,LC ID,Len,Sub Id,Cell Id,Sub-FN,SFN,RNTI Type,HARQ ID,Area ID,PMCH ID,DL TBS (bytes),RLC PDUs,Padding (bytes),HDR LEN,Mac Hdr + CE,Header Field,LC ID,Len,Sub Id,Cell Id,Sub-FN,SFN,RNTI Type,HARQ ID,Area ID,PMCH ID,DL TBS (bytes),RLC PDUs,Padding (bytes),HDR LEN,Mac Hdr + CE,Header Field,LC ID,Len,Header Field,LC ID,Len,Sub Id,Cell Id,Sub-FN,SFN,RNTI Type,HARQ ID,Area ID,PMCH ID,DL TBS (bytes),RLC PDUs,Padding (bytes),HDR LEN,Mac Hdr + CE,Header Field,LC ID,Len,Sub Id,Cell Id,Sub-FN,SFN,RNTI Type,HARQ ID,Area ID,PMCH ID,DL TBS (bytes),RLC PDUs,Padding (bytes),HDR LEN,Mac Hdr + CE,Header Field,LC ID,Len,Header Field,LC ID,Len,Sub Id,Cell Id,Sub-FN,SFN,RNTI Type,HARQ ID,Area ID,PMCH ID,DL TBS (bytes),RLC PDUs,Padding (bytes),HDR LEN,Mac Hdr + CE,Header Field,LC ID,Len,Header Field,LC ID,Len,Sub Id,Cell Id,Sub-FN,SFN,RNTI Type,HARQ ID,Area ID,PMCH ID,DL TBS (bytes),RLC PDUs,Padding (bytes),HDR LEN,Mac Hdr + CE,Header Field,LC ID,Len
140,LTE_MAC_DL_Transport_Block,2021-11-29 14:56:42.761946,1,1,DL Transport Block,4,124,7,,1,0,4,491,C-RNTI,6,0,0,22,1,17,3,,35,3,2,31,Padding,-1,1,0,3,492,C-RNTI,5,0,0,85,1,6,3,,35,3,76,31,Padding,-1,1,0,5,492,C-RNTI,1,0,0,249,1,16,4,,35,3,229,31,Padding,-1,1,0,6,492,C-RNTI,7,0,0,85,1,6,3,,35,3,76,31,Padding,-1,1,0,8,492,C-RNTI,3,0,0,85,1,6,3,,35,3,76,31,Padding,-1,1,0,3,494,C-RNTI,4,0,0,437,1,0,1,,3,3,0,1,0,3,494,C-RNTI,4,0,0,285,1,54,4,,35,3,227,31,Padding,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,LTE_MAC_DL_Transport_Block,2021-11-29 14:56:42.812098,1,1,DL Transport Block,4,124,7,,1,0,6,496,C-RNTI,2,0,0,22,1,17,3,,35,3,2,31,Padding,-1,1,0,3,497,C-RNTI,0,0,0,85,1,6,3,,35,3,76,31,Padding,-1,1,0,6,497,C-RNTI,6,0,0,85,1,6,3,,35,3,76,31,Padding,-1,1,0,0,498,C-RNTI,5,0,0,85,1,6,3,,35,3,76,31,Padding,-1,1,0,1,498,C-RNTI,1,0,0,85,1,6,3,,35,3,76,31,Padding,-1,1,0,3,498,C-RNTI,7,0,0,645,1,0,1,,3,3,0,1,0,3,498,C-RNTI,7,0,0,621,1,53,4,,35,3,564,31,Padding,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,LTE_MAC_DL_Transport_Block,2021-11-29 14:56:42.862122,1,1,DL Transport Block,4,124,7,,1,0,6,500,C-RNTI,3,0,0,249,1,9,4,,35,3,236,31,Padding,-1,1,0,2,501,C-RNTI,4,0,0,85,1,6,3,,35,3,76,31,Padding,-1,1,0,7,501,C-RNTI,2,0,0,22,1,17,3,,35,3,2,31,Padding,-1,1,0,8,501,C-RNTI,0,0,0,775,1,0,1,,3,3,0,1,0,8,501,C-RNTI,0,0,0,517,1,79,4,,35,3,434,31,Padding,-1,1,0,3,503,C-RNTI,6,0,0,161,1,0,1,,3,3,0,1,0,3,503,C-RNTI,6,0,0,125,1,12,3,,35,3,110,31,Padding,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,LTE_MAC_DL_Transport_Block,2021-11-29 14:56:11.782169,1,1,DL Transport Block,4,72,4,,1,0,9,464,C-RNTI,2,0,0,597,1,0,1,,3,3,0,1,0,9,464,C-RNTI,2,0,0,597,1,11,4,,35,3,582,31,Padding,-1,1,0,0,465,C-RNTI,3,0,0,125,1,12,3,,35,3,110,31,Padding,-1,1,0,1,467,C-RNTI,4,0,0,22,1,17,3,,35,3,2,31,Padding,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,LTE_MAC_DL_Transport_Block,2021-11-29 14:56:11.832176,1,1,DL Transport Block,4,24,1,,1,0,1,473,C-RNTI,5,0,0,22,1,17,3,,35,3,2,31,Padding,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,LTE_MAC_DL_Transport_Block,2021-11-29 14:56:11.882170,1,1,DL Transport Block,4,56,3,,1,0,9,473,C-RNTI,6,0,0,141,1,11,3,,35,3,127,31,Padding,-1,1,0,8,476,C-RNTI,0,0,0,125,1,7,3,,35,3,115,31,Padding,-1,1,0,1,478,C-RNTI,7,0,0,22,1,17,3,,35,3,2,31,Padding,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,LTE_MAC_DL_Transport_Block,2021-11-29 14:56:11.932170,1,1,DL Transport Block,4,60,3,,1,0,9,479,C-RNTI,1,0,0,193,1,10,4,,35,3,179,31,Padding,-1,1,0,1,483,C-RNTI,3,0,0,22,1,17,3,,35,3,2,31,Padding,-1,1,0,6,483,C-RNTI,2,0,0,177,1,6,4,,35,3,167,31,Padding,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,LTE_MAC_DL_Transport_Block,2021-11-29 15:02:22.229198,1,1,DL Transport Block,4,36,1,,1,0,9,646,P-RNTI,1,0,0,15,0,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,LTE_MAC_DL_Transport_Block,2021-11-29 15:02:23.499265,1,1,DL Transport Block,4,28,1,,1,0,9,774,P-RNTI,1,0,0,7,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,LTE_MAC_DL_Transport_Block,2021-11-29 14:58:41.990865,1,1,DL Transport Block,4,40,2,,1,0,1,126,C-RNTI,7,0,0,22,1,17,3,,33,1,2,31,Padding,-1,1,0,8,126,C-RNTI,0,0,0,22,1,17,3,,35,3,2,31,Padding,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,LTE_MAC_DL_Transport_Block,2021-11-29 15:02:16.588042,1,1,DL Transport Block,4,28,1,,1,0,9,82,P-RNTI,1,0,0,7,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,LTE_MAC_DL_Transport_Block,2021-11-29 15:02:16.694249,1,1,DL Transport Block,4,52,2,,1,0,6,94,RA-RNTI,0,0,0,7,0,0,7,1,0,7,95,Temporary-C-RNTI,0,0,0,47,1,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,LTE_MAC_DL_Transport_Block,2021-11-29 15:02:16.744121,1,1,DL Transport Block,4,40,2,,1,0,2,97,C-RNTI,1,0,0,11,1,6,3,,33,1,2,31,Padding,-1,1,0,3,99,C-RNTI,2,0,0,149,1,1,4,,33,1,144,31,Padding,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,LTE_MAC_DL_Transport_Block,2021-11-29 15:02:16.794109,1,1,DL Transport Block,4,108,6,,1,0,4,101,C-RNTI,3,0,0,22,2,6,5,,33,1,2,34,2,9,31,Padding,-1,1,0,8,101,C-RNTI,4,0,0,22,1,17,3,,35,3,2,31,Padding,-1,1,0,9,102,C-RNTI,5,0,0,22,1,17,3,,33,1,2,31,Padding,-1,1,0,3,103,C-RNTI,6,0,0,253,1,0,1,,3,3,0,1,0,3,103,C-RNTI,6,0,0,137,1,44,3,,35,3,90,31,Padding,-1,1,0,2,105,C-RNTI,7,0,0,22,1,4,3,,33,1,15,31,Padding,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,LTE_MAC_DL_Transport_Block,2021-11-29 15:02:16.844307,1,1,DL Transport Block,4,40,2,,1,0,6,106,C-RNTI,0,0,0,22,1,17,3,,33,1,2,31,Padding,-1,1,0,8,106,C-RNTI,1,0,0,22,1,17,3,,35,3,2,31,Padding,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
